country,country_code,year,male,female
"Hong Kong SAR, China",1964,65.081,72.384
"Hong Kong SAR, China",1965,65.573,72.841
"Hong Kong SAR, China",1966,66.031,73.256
"Hong Kong SAR, China",1967,66.461,73.637
"Hong Kong SAR, China",1968,66.871,73.996
"Hong Kong SAR, China",1969,67.27,74.343
"Hong Kong SAR, China",1970,67.662,74.685
"Hong Kong SAR, China",1971,68.05,75.025
"Hong Kong SAR, China",1972,67.8,75.3
"Hong Kong SAR, China",1973,67.7,75.4
"Hong Kong SAR, China",1974,68.5,75.9
"Hong Kong SAR, China",1975,69.1,76.3
"Hong Kong SAR, China",1976,70.1,76.8
"Hong Kong SAR, China",1977,69.6,76.2
"Hong Kong SAR, China",1978,70.1,76.7
"Hong Kong SAR, China",1979,70.6,76.7
"Hong Kong SAR, China",1980,70.6,76.9
"Hong Kong SAR, China",1981,71.6,77.9
"Hong Kong SAR, China",1982,72.3,78.5
"Hong Kong SAR, China",1983,72.6,78.4
"Hong Kong SAR, China",1984,72.3,78.4
"Hong Kong SAR, China",1985,73.2,79
"Hong Kong SAR, China",1986,73.8,79.2
"Hong Kong SAR, China",1987,74.1,79.4
"Hong Kong SAR, China",1988,74.2,79.7
"Hong Kong SAR, China",1989,74.4,79.9
"Hong Kong SAR, China",1990,74.2,80
"Hong Kong SAR, China",1991,74.6,80.3
"Hong Kong SAR, China",1992,75.2,80.7
"Hong Kong SAR, China",1993,74.8,80.7
"Hong Kong SAR, China",1994,75.3,80.9
"Hong Kong SAR, China",1995,75.7,81.5
"Hong Kong SAR, China",1996,76,81.5
"Hong Kong SAR, China",1997,76.7,82.7
"Hong Kong SAR, China",1998,77.2,83.2
"Hong Kong SAR, China",1999,77.4,83
"Hong Kong SAR, China",2000,77.7,83.2
"Hong Kong SAR, China",2001,78,83.9
"Hong Kong SAR, China",2002,78.4,84.6
"Hong Kong SAR, China",2003,78.6,84.5
"Hong Kong SAR, China",2004,78.5,84.3
"Hong Kong SAR, China",2005,79,84.7
"Hong Kong SAR, China",2006,78.8,84.5
"Hong Kong SAR, China",2007,79.4,85.5
"Hong Kong SAR, China",2008,79.4,85.4
"Hong Kong SAR, China",2009,79.4,85.5
"Hong Kong SAR, China",2010,79.8,85.9
"Hong Kong SAR, China",2011,80.1,86
"Hong Kong SAR, China",2012,80.3,86.7
"Hong Kong SAR, China",2013,80.7,86.4
"Hong Kong SAR, China",2014,81.1,86.7
"Hong Kong SAR, China",2015,81.2,86.9
Indonesia,IDN,1960,47.293,50.055
Indonesia,IDN,1961,47.942,50.664
Indonesia,IDN,1962,48.578,51.259
Indonesia,IDN,1963,49.2,51.841
Indonesia,IDN,1964,49.811,52.411
Indonesia,IDN,1965,50.414,52.974
Indonesia,IDN,1966,51.014,53.53
Indonesia,IDN,1967,51.611,54.083
Indonesia,IDN,1968,52.207,54.633
Indonesia,IDN,1969,52.801,55.182
Indonesia,IDN,1970,53.39,55.73
Indonesia,IDN,1971,53.97,56.276
Indonesia,IDN,1972,54.535,56.819
Indonesia,IDN,1973,55.084,57.356
Indonesia,IDN,1974,55.613,57.884
Indonesia,IDN,1975,56.124,58.403
Indonesia,IDN,1976,56.621,58.908
Indonesia,IDN,1977,57.105,59.401
Indonesia,IDN,1978,57.579,59.879
Indonesia,IDN,1979,58.041,60.342
Indonesia,IDN,1980,58.486,60.79
Indonesia,IDN,1981,58.906,61.221
Indonesia,IDN,1982,59.298,61.638
Indonesia,IDN,1983,59.661,62.043
Indonesia,IDN,1984,59.998,62.437
Indonesia,IDN,1985,60.314,62.824
Indonesia,IDN,1986,60.618,63.208
Indonesia,IDN,1987,60.919,63.589
Indonesia,IDN,1988,61.223,63.971
Indonesia,IDN,1989,61.534,64.352
Indonesia,IDN,1990,61.856,64.734
Indonesia,IDN,1991,62.188,65.116
Indonesia,IDN,1992,62.525,65.496
Indonesia,IDN,1993,62.86,65.87
Indonesia,IDN,1994,63.188,66.234
Indonesia,IDN,1995,63.497,66.582
Indonesia,IDN,1996,63.779,66.909
Indonesia,IDN,1997,64.029,67.213
Indonesia,IDN,1998,64.245,67.493
Indonesia,IDN,1999,64.428,67.752
Indonesia,IDN,2000,64.582,67.995
Indonesia,IDN,2001,64.715,68.231
Indonesia,IDN,2002,64.838,68.467
Indonesia,IDN,2003,64.961,68.708
Indonesia,IDN,2004,65.09,68.954
Indonesia,IDN,2005,65.231,69.203
Indonesia,IDN,2006,65.387,69.447
Indonesia,IDN,2007,65.557,69.679
Indonesia,IDN,2008,65.736,69.895
Indonesia,IDN,2009,65.923,70.094
Indonesia,IDN,2010,66.115,70.281
Indonesia,IDN,2011,66.31,70.46
Indonesia,IDN,2012,66.502,70.638
Indonesia,IDN,2013,66.689,70.821
Indonesia,IDN,2014,66.868,71.01
Indonesia,IDN,2015,67.039,71.206
India,IND,1960,41.89,40.418
India,IND,1961,42.51,41.035
India,IND,1962,43.134,41.665
India,IND,1963,43.762,42.308
India,IND,1964,44.395,42.967
India,IND,1965,45.034,43.639
India,IND,1966,45.679,44.325
India,IND,1967,46.328,45.022
India,IND,1968,46.978,45.727
India,IND,1969,47.627,46.438
India,IND,1970,48.27,47.157
India,IND,1971,48.904,47.886
India,IND,1972,49.526,48.626
India,IND,1973,50.132,49.37
India,IND,1974,50.72,50.112
India,IND,1975,51.285,50.84
India,IND,1976,51.828,51.544
India,IND,1977,52.35,52.216
India,IND,1978,52.85,52.848
India,IND,1979,53.329,53.435
India,IND,1980,53.783,53.971
India,IND,1981,54.21,54.453
India,IND,1982,54.609,54.887
India,IND,1983,54.986,55.286
India,IND,1984,55.345,55.662
India,IND,1985,55.697,56.033
India,IND,1986,56.051,56.419
India,IND,1987,56.416,56.831
India,IND,1988,56.796,57.278
India,IND,1989,57.195,57.765
India,IND,1990,57.613,58.291
India,IND,1991,58.047,58.849
India,IND,1992,58.488,59.425
India,IND,1993,58.93,60.002
India,IND,1994,59.368,60.571
India,IND,1995,59.799,61.122
India,IND,1996,60.22,61.646
India,IND,1997,60.632,62.144
India,IND,1998,61.036,62.617
India,IND,1999,61.43,63.064
India,IND,2000,61.816,63.486
India,IND,2001,62.194,63.887
India,IND,2002,62.567,64.273
India,IND,2003,62.936,64.655
India,IND,2004,63.3,65.038
India,IND,2005,63.659,65.432
India,IND,2006,64.012,65.849
India,IND,2007,64.358,66.29
India,IND,2008,64.697,66.752
India,IND,2009,65.028,67.231
India,IND,2010,65.352,67.718
India,IND,2011,65.671,68.199
India,IND,2012,65.985,68.66
India,IND,2013,66.297,69.092
India,IND,2014,66.606,69.492
India,IND,2015,66.911,69.858
Ireland,IRL,1960,67.902,71.571
Ireland,IRL,1961,68.069,71.831
Ireland,IRL,1962,68.207,72.063
Ireland,IRL,1963,68.322,72.274
Ireland,IRL,1964,68.418,72.47
Ireland,IRL,1965,68.497,72.655
Ireland,IRL,1966,68.558,72.829
Ireland,IRL,1967,68.604,72.99
Ireland,IRL,1968,68.636,73.14
Ireland,IRL,1969,68.66,73.283
Ireland,IRL,1970,68.685,73.423
Ireland,IRL,1971,68.716,73.565
Ireland,IRL,1972,68.758,73.712
Ireland,IRL,1973,68.816,73.869
Ireland,IRL,1974,68.895,74.037
Ireland,IRL,1975,68.998,74.222
Ireland,IRL,1976,69.128,74.427
Ireland,IRL,1977,69.282,74.649
Ireland,IRL,1978,69.455,74.887
Ireland,IRL,1979,69.644,75.136
Ireland,IRL,1980,69.844,75.39
Ireland,IRL,1981,70.049,75.643
Ireland,IRL,1982,70.255,75.89
Ireland,IRL,1983,70.458,76.125
Ireland,IRL,1984,70.658,76.35
Ireland,IRL,1985,70.857,76.564
Ireland,IRL,1986,71.061,76.776
Ireland,IRL,1987,71.276,76.99
Ireland,IRL,1988,71.504,77.208
Ireland,IRL,1989,71.74,77.43
Ireland,IRL,1990,71.974,77.647
Ireland,IRL,1991,72.192,77.847
Ireland,IRL,1992,72.386,78.024
Ireland,IRL,1993,72.554,78.176
Ireland,IRL,1994,72.703,78.309
Ireland,IRL,1995,72.845,78.434
Ireland,IRL,1996,73.1,78.7
Ireland,IRL,1997,73.4,78.7
Ireland,IRL,1998,73.4,79.1
Ireland,IRL,1999,73.4,78.9
Ireland,IRL,2000,74,79.2
Ireland,IRL,2001,74.5,79.9
Ireland,IRL,2002,75,80.4
Ireland,IRL,2003,75.7,80.7
Ireland,IRL,2004,76.1,81.1
Ireland,IRL,2005,76.7,81.3
Ireland,IRL,2006,76.9,81.7
Ireland,IRL,2007,77.3,82.1
Ireland,IRL,2008,77.9,82.4
Ireland,IRL,2009,77.8,82.7
Ireland,IRL,2010,78.5,83.1
Ireland,IRL,2011,78.6,83
Ireland,IRL,2012,78.7,83.1
Ireland,IRL,2013,79,83.1
Ireland,IRL,2014,79.3,83.5
Ireland,IRL,2015,79.6,83.5
Jamaica,JAM,1960,62.711,65.985
Jamaica,JAM,1961,63.277,66.555
Jamaica,JAM,1962,63.802,67.071
Jamaica,JAM,1963,64.287,67.535
Jamaica,JAM,1964,64.737,67.952
Jamaica,JAM,1965,65.151,68.326
Jamaica,JAM,1966,65.531,68.66
Jamaica,JAM,1967,65.879,68.961
Jamaica,JAM,1968,66.202,69.239
Jamaica,JAM,1969,66.507,69.506
Jamaica,JAM,1970,66.804,69.772
Jamaica,JAM,1971,67.104,70.048
Jamaica,JAM,1972,67.41,70.34
Jamaica,JAM,1973,67.726,70.649
Jamaica,JAM,1974,68.052,70.976
Jamaica,JAM,1975,68.386,71.321
Jamaica,JAM,1976,68.725,71.68
Jamaica,JAM,1977,69.059,72.044
Jamaica,JAM,1978,69.376,72.401
Jamaica,JAM,1979,69.666,72.741
Jamaica,JAM,1980,69.918,73.051
Jamaica,JAM,1981,70.121,73.319
Jamaica,JAM,1982,70.271,73.541
Jamaica,JAM,1983,70.367,73.718
Jamaica,JAM,1984,70.409,73.851
Jamaica,JAM,1985,70.4,73.947
Jamaica,JAM,1986,70.344,74.017
Jamaica,JAM,1987,70.25,74.074
Jamaica,JAM,1988,70.134,74.131
Jamaica,JAM,1989,70.006,74.194
Jamaica,JAM,1990,69.875,74.264
Jamaica,JAM,1991,69.749,74.338
Jamaica,JAM,1992,69.632,74.41
Jamaica,JAM,1993,69.53,74.478
Jamaica,JAM,1994,69.45,74.545
Jamaica,JAM,1995,69.398,74.614
Jamaica,JAM,1996,69.376,74.69
Jamaica,JAM,1997,69.384,74.779
Jamaica,JAM,1998,69.421,74.886
Jamaica,JAM,1999,69.491,75.013
Jamaica,JAM,2000,69.6,75.162
Jamaica,JAM,2001,69.755,75.335
Jamaica,JAM,2002,69.956,75.53
Jamaica,JAM,2003,70.2,75.741
Jamaica,JAM,2004,70.48,75.965
Jamaica,JAM,2005,70.789,76.199
Jamaica,JAM,2006,71.12,76.441
Jamaica,JAM,2007,71.461,76.685
Jamaica,JAM,2008,71.8,76.929
Jamaica,JAM,2009,72.126,77.165
Jamaica,JAM,2010,72.427,77.389
Jamaica,JAM,2011,72.696,77.596
Jamaica,JAM,2012,72.933,77.785
Jamaica,JAM,2013,73.138,77.956
Jamaica,JAM,2014,73.314,78.11
Jamaica,JAM,2015,73.465,78.248
Japan,JPN,1960,65.31,70.14
Japan,JPN,1961,65.91,70.83
Japan,JPN,1962,66.19,71.12
Japan,JPN,1963,67.18,72.26
Japan,JPN,1964,67.63,72.76
Japan,JPN,1965,67.68,72.85
Japan,JPN,1966,68.45,73.65
Japan,JPN,1967,68.74,73.94
Japan,JPN,1968,69.06,74.29
Japan,JPN,1969,69.19,74.62
Japan,JPN,1970,69.36,74.67
Japan,JPN,1971,70.4,75.49
Japan,JPN,1972,71.17,75.96
Japan,JPN,1973,71.66,75.96
Japan,JPN,1974,72.55,76.33
Japan,JPN,1975,73.35,76.85
Japan,JPN,1976,73.73,77.27
Japan,JPN,1977,74.03,77.86
Japan,JPN,1978,73.97,78.21
Japan,JPN,1979,74.04,78.75
Japan,JPN,1980,73.56,78.75
Japan,JPN,1981,73.79,79.17
Japan,JPN,1982,74.24,79.74
Japan,JPN,1983,74.22,79.84
Japan,JPN,1984,74.58,80.29
Japan,JPN,1985,74.87,80.57
Japan,JPN,1986,75.25,81.02
Japan,JPN,1987,75.63,81.48
Japan,JPN,1988,75.57,81.37
Japan,JPN,1989,75.94,81.84
Japan,JPN,1990,75.91,81.91
Japan,JPN,1991,76.13,82.22
Japan,JPN,1992,76.11,82.35
Japan,JPN,1993,76.24,82.5
Japan,JPN,1994,76.57,82.96
Japan,JPN,1995,76.39,82.84
Japan,JPN,1996,77.01,83.55
Japan,JPN,1997,77.19,83.82
Japan,JPN,1998,77.16,84.01
Japan,JPN,1999,77.4,83.9
Japan,JPN,2000,77.72,84.6
Japan,JPN,2001,78.1,84.9
Japan,JPN,2002,78.1,85.2
Japan,JPN,2003,78.36,85.33
Japan,JPN,2004,78.64,85.59
Japan,JPN,2005,78.53,85.49
Japan,JPN,2006,79,85.81
Japan,JPN,2007,79.19,85.99
Japan,JPN,2008,79.29,86.05
Japan,JPN,2009,79.59,86.44
Japan,JPN,2010,79.55,86.3
Japan,JPN,2011,79.44,85.9
Japan,JPN,2012,79.94,86.41
Japan,JPN,2013,80.21,86.61
Japan,JPN,2014,80.5,86.83
Japan,JPN,2015,80.79,87.05
Kazakhstan,KAZ,1960,53.231,63.761
Kazakhstan,KAZ,1961,53.645,64.175
Kazakhstan,KAZ,1962,54.062,64.593
Kazakhstan,KAZ,1963,54.481,65.013
Kazakhstan,KAZ,1964,54.898,65.431
Kazakhstan,KAZ,1965,55.31,65.845
Kazakhstan,KAZ,1966,55.712,66.249
Kazakhstan,KAZ,1967,56.099,66.637
Kazakhstan,KAZ,1968,56.468,67.007
Kazakhstan,KAZ,1969,56.815,67.355
Kazakhstan,KAZ,1970,57.135,67.675
Kazakhstan,KAZ,1971,57.423,67.964
Kazakhstan,KAZ,1972,57.683,68.224
Kazakhstan,KAZ,1973,57.918,68.46
Kazakhstan,KAZ,1974,58.137,68.68
Kazakhstan,KAZ,1975,58.347,68.895
Kazakhstan,KAZ,1976,58.56,69.117
Kazakhstan,KAZ,1977,58.784,69.355
Kazakhstan,KAZ,1978,59.028,69.614
Kazakhstan,KAZ,1979,59.296,69.896
Kazakhstan,KAZ,1980,61.6,71.9
Kazakhstan,KAZ,1981,61.95,71.7
Kazakhstan,KAZ,1982,62.3,71.5
Kazakhstan,KAZ,1983,63.15,72.4
Kazakhstan,KAZ,1984,64,73.3
Kazakhstan,KAZ,1985,64,73.3
Kazakhstan,KAZ,1986,64.45,73.6
Kazakhstan,KAZ,1987,64.9,73.9
Kazakhstan,KAZ,1988,64.8,73.1
Kazakhstan,KAZ,1989,63.9,72.9
Kazakhstan,KAZ,1990,63.8,73.1
Kazakhstan,KAZ,1991,63.3,72.9
Kazakhstan,KAZ,1992,63,72.7
Kazakhstan,KAZ,1993,61.8,71.9
Kazakhstan,KAZ,1994,60.6,71
Kazakhstan,KAZ,1995,59.7,70.4
Kazakhstan,KAZ,1996,58.5,70
Kazakhstan,KAZ,1997,59,70.2
Kazakhstan,KAZ,1998,59,70.4
Kazakhstan,KAZ,1999,60.3,71
Kazakhstan,KAZ,2000,60.2,71.1
Kazakhstan,KAZ,2001,60.5,71.3
Kazakhstan,KAZ,2002,60.7,71.5
Kazakhstan,KAZ,2003,60.5,71.5
Kazakhstan,KAZ,2004,60.4,71.65
Kazakhstan,KAZ,2005,60.3,71.8
Kazakhstan,KAZ,2006,60.6,72
Kazakhstan,KAZ,2007,60.7,72.6
Kazakhstan,KAZ,2008,61.9,72.4
Kazakhstan,KAZ,2009,63.6,73.5
Kazakhstan,KAZ,2010,63.51,73.32
Kazakhstan,KAZ,2011,64.16,73.81
Kazakhstan,KAZ,2012,64.84,74.33
Kazakhstan,KAZ,2013,65.75,75.06
Kazakhstan,KAZ,2014,67.12,75.94
Kazakhstan,KAZ,2015,67.5,76.9
"Korea, Rep.",1960,KOR,78.99
"Korea, Rep.",1961,50.614,55.508
"Korea, Rep.",1962,51.266,56.33
"Korea, Rep.",1963,51.928,57.168
"Korea, Rep.",1964,52.602,58.022
"Korea, Rep.",1965,53.287,58.893
"Korea, Rep.",1966,53.991,59.793
"Korea, Rep.",1967,54.726,60.736
"Korea, Rep.",1968,55.491,61.721
"Korea, Rep.",1969,56.275,62.738
"Korea, Rep.",1970,57.061,63.766
"Korea, Rep.",1971,58.67,65.57
"Korea, Rep.",1972,58.99,66.07
"Korea, Rep.",1973,59.3,66.56
"Korea, Rep.",1974,59.61,67.03
"Korea, Rep.",1975,59.9,67.48
"Korea, Rep.",1976,60.19,67.91
"Korea, Rep.",1977,60.47,68.33
"Korea, Rep.",1978,60.75,68.74
"Korea, Rep.",1979,61.02,69.13
"Korea, Rep.",1980,61.28,69.51
"Korea, Rep.",1981,61.78,70.04
"Korea, Rep.",1982,62.28,70.54
"Korea, Rep.",1983,62.75,71.02
"Korea, Rep.",1984,63.21,71.47
"Korea, Rep.",1985,63.84,72.17
"Korea, Rep.",1986,64.45,72.82
"Korea, Rep.",1987,65.13,73.44
"Korea, Rep.",1988,65.78,74.04
"Korea, Rep.",1989,66.31,74.57
"Korea, Rep.",1990,66.84,75.08
"Korea, Rep.",1991,67.29,75.51
"Korea, Rep.",1992,67.74,75.92
"Korea, Rep.",1993,68.22,76.38
"Korea, Rep.",1994,68.76,76.8
"Korea, Rep.",1995,69.17,77.11
"Korea, Rep.",1996,69.57,77.41
"Korea, Rep.",1997,70.08,77.77
"Korea, Rep.",1998,70.56,78.12
"Korea, Rep.",1999,71.09,78.45
"Korea, Rep.",2000,71.71,79.22
"Korea, Rep.",2001,72.25,79.6
"Korea, Rep.",2002,72.82,80.04
"Korea, Rep.",2003,73.4,80.45
"Korea, Rep.",2004,73.86,80.81
"Korea, Rep.",2005,74.51,81.35
"Korea, Rep.",2006,75.14,81.89
"Korea, Rep.",2007,75.74,82.36
"Korea, Rep.",2008,76.13,82.73
"Korea, Rep.",2009,76.54,83.29
"Korea, Rep.",2010,76.99,83.77
"Korea, Rep.",2011,77.2,84.07
"Korea, Rep.",2012,77.65,84.45
"Korea, Rep.",2013,77.95,84.64
"Korea, Rep.",2014,78.51,85.06
"Korea, Rep.",2015,78.99,85.48
Sri Lanka,LKA,1960,57.353,62.261
Sri Lanka,LKA,1961,57.719,62.655
Sri Lanka,LKA,1962,58.115,63.028
Sri Lanka,LKA,1963,58.561,63.398
Sri Lanka,LKA,1964,59.064,63.778
Sri Lanka,LKA,1965,59.617,64.176
Sri Lanka,LKA,1966,60.205,64.592
Sri Lanka,LKA,1967,60.796,65.015
Sri Lanka,LKA,1968,61.368,65.434
Sri Lanka,LKA,1969,61.908,65.847
Sri Lanka,LKA,1970,62.409,66.248
Sri Lanka,LKA,1971,62.872,66.628
Sri Lanka,LKA,1972,63.306,66.987
Sri Lanka,LKA,1973,63.718,67.329
Sri Lanka,LKA,1974,64.111,67.661
Sri Lanka,LKA,1975,64.494,68.006
Sri Lanka,LKA,1976,64.88,68.39
Sri Lanka,LKA,1977,65.267,68.825
Sri Lanka,LKA,1978,65.65,69.313
Sri Lanka,LKA,1979,66.014,69.845
Sri Lanka,LKA,1980,66.324,70.394
Sri Lanka,LKA,1981,66.538,70.925
Sri Lanka,LKA,1982,66.635,71.406
Sri Lanka,LKA,1983,66.613,71.812
Sri Lanka,LKA,1984,66.49,72.136
Sri Lanka,LKA,1985,66.314,72.386
Sri Lanka,LKA,1986,66.149,72.583
Sri Lanka,LKA,1987,66.051,72.756
Sri Lanka,LKA,1988,66.05,72.924
Sri Lanka,LKA,1989,66.148,73.09
Sri Lanka,LKA,1990,66.299,73.229
Sri Lanka,LKA,1991,66.428,73.3
Sri Lanka,LKA,1992,66.473,73.286
Sri Lanka,LKA,1993,66.406,73.193
Sri Lanka,LKA,1994,66.245,73.053
Sri Lanka,LKA,1995,66.063,72.942
Sri Lanka,LKA,1996,65.962,72.954
Sri Lanka,LKA,1997,66.031,73.152
Sri Lanka,LKA,1998,66.317,73.561
Sri Lanka,LKA,1999,66.816,74.167
Sri Lanka,LKA,2000,67.482,74.912
Sri Lanka,LKA,2001,68.231,75.707
Sri Lanka,LKA,2002,68.956,76.447
Sri Lanka,LKA,2003,69.575,77.052
Sri Lanka,LKA,2004,70.052,77.49
Sri Lanka,LKA,2005,70.376,77.751
Sri Lanka,LKA,2006,70.566,77.861
Sri Lanka,LKA,2007,70.679,77.885
Sri Lanka,LKA,2008,70.768,77.883
Sri Lanka,LKA,2009,70.852,77.88
Sri Lanka,LKA,2010,70.949,77.899
Sri Lanka,LKA,2011,71.067,77.95
Sri Lanka,LKA,2012,71.201,78.028
Sri Lanka,LKA,2013,71.347,78.126
Sri Lanka,LKA,2014,71.507,78.247
Sri Lanka,LKA,2015,71.681,78.389
Morocco,MAR,1960,47.152,49.806
Morocco,MAR,1961,47.709,50.077
Morocco,MAR,1962,48.251,50.376
Morocco,MAR,1963,48.765,50.712
Morocco,MAR,1964,49.242,51.087
Morocco,MAR,1965,49.68,51.494
Morocco,MAR,1966,50.08,51.921
Morocco,MAR,1967,50.457,52.352
Morocco,MAR,1968,50.824,52.774
Morocco,MAR,1969,51.186,53.183
Morocco,MAR,1970,51.549,53.575
Morocco,MAR,1971,51.911,53.946
Morocco,MAR,1972,52.276,54.307
Morocco,MAR,1973,52.649,54.673
Morocco,MAR,1974,53.039,55.059
Morocco,MAR,1975,53.457,55.49
Morocco,MAR,1976,53.918,55.994
Morocco,MAR,1977,54.425,56.584
Morocco,MAR,1978,54.982,57.262
Morocco,MAR,1979,55.589,58.021
Morocco,MAR,1980,56.245,58.844
Morocco,MAR,1981,56.946,59.705
Morocco,MAR,1982,57.681,60.573
Morocco,MAR,1983,58.434,61.418
Morocco,MAR,1984,59.189,62.224
Morocco,MAR,1985,59.932,62.984
Morocco,MAR,1986,60.649,63.703
Morocco,MAR,1987,61.334,64.394
Morocco,MAR,1988,61.978,65.064
Morocco,MAR,1989,62.576,65.71
Morocco,MAR,1990,63.12,66.319
Morocco,MAR,1991,63.607,66.879
Morocco,MAR,1992,64.045,67.381
Morocco,MAR,1993,64.446,67.824
Morocco,MAR,1994,64.816,68.212
Morocco,MAR,1995,65.168,68.556
Morocco,MAR,1996,65.513,68.867
Morocco,MAR,1997,65.859,69.164
Morocco,MAR,1998,66.216,69.461
Morocco,MAR,1999,66.589,69.767
Morocco,MAR,2000,66.982,70.089
Morocco,MAR,2001,67.392,70.426
Morocco,MAR,2002,67.813,70.772
Morocco,MAR,2003,68.24,71.121
Morocco,MAR,2004,68.672,71.474
Morocco,MAR,2005,69.113,71.833
Morocco,MAR,2006,69.57,72.199
Morocco,MAR,2007,70.043,72.574
Morocco,MAR,2008,70.528,72.954
Morocco,MAR,2009,71.017,73.336
Morocco,MAR,2010,71.494,73.714
Morocco,MAR,2011,71.943,74.08
Morocco,MAR,2012,72.351,74.429
Morocco,MAR,2013,72.711,74.757
Morocco,MAR,2014,73.02,75.062
Morocco,MAR,2015,73.282,75.347
Mexico,MEX,1960,55.091,59.139
Mexico,MEX,1961,55.662,59.75
Mexico,MEX,1962,56.17,60.291
Mexico,MEX,1963,56.619,60.768
Mexico,MEX,1964,57.019,61.194
Mexico,MEX,1965,57.382,61.588
Mexico,MEX,1966,57.722,61.968
Mexico,MEX,1967,58.053,62.355
Mexico,MEX,1968,58.387,62.766
Mexico,MEX,1969,58.734,63.214
Mexico,MEX,1970,59.1,63.713
Mexico,MEX,1971,59.486,64.269
Mexico,MEX,1972,59.884,64.873
Mexico,MEX,1973,60.291,65.512
Mexico,MEX,1974,60.705,66.177
Mexico,MEX,1975,61.126,66.854
Mexico,MEX,1976,61.553,67.53
Mexico,MEX,1977,61.986,68.191
Mexico,MEX,1978,62.423,68.825
Mexico,MEX,1979,62.864,69.422
Mexico,MEX,1980,63.309,69.974
Mexico,MEX,1981,63.759,70.479
Mexico,MEX,1982,64.213,70.943
Mexico,MEX,1983,64.672,71.373
Mexico,MEX,1984,65.133,71.773
Mexico,MEX,1985,65.597,72.148
Mexico,MEX,1986,66.061,72.503
Mexico,MEX,1987,66.524,72.845
Mexico,MEX,1988,66.986,73.178
Mexico,MEX,1989,67.445,73.506
Mexico,MEX,1990,67.905,73.831
Mexico,MEX,1991,68.37,74.153
Mexico,MEX,1992,68.839,74.47
Mexico,MEX,1993,69.311,74.778
Mexico,MEX,1994,69.778,75.079
Mexico,MEX,1995,70.231,75.374
Mexico,MEX,1996,70.655,75.665
Mexico,MEX,1997,71.043,75.951
Mexico,MEX,1998,71.388,76.233
Mexico,MEX,1999,71.689,76.507
Mexico,MEX,2000,71.949,76.768
Mexico,MEX,2001,72.173,77.012
Mexico,MEX,2002,72.373,77.235
Mexico,MEX,2003,72.558,77.436
Mexico,MEX,2004,72.735,77.615
Mexico,MEX,2005,72.906,77.777
Mexico,MEX,2006,73.07,77.926
Mexico,MEX,2007,73.225,78.069
Mexico,MEX,2008,73.371,78.212
Mexico,MEX,2009,73.514,78.359
Mexico,MEX,2010,73.658,78.514
Mexico,MEX,2011,73.812,78.678
Mexico,MEX,2012,73.978,78.849
Mexico,MEX,2013,74.159,79.025
Mexico,MEX,2014,74.356,79.206
Mexico,MEX,2015,74.568,79.391
Malawi,MWI,1960,37.239,38.335
Malawi,MWI,1961,37.444,38.58
Malawi,MWI,1962,37.641,38.816
Malawi,MWI,1963,37.83,39.043
Malawi,MWI,1964,38.017,39.265
Malawi,MWI,1965,38.217,39.497
Malawi,MWI,1966,38.448,39.756
Malawi,MWI,1967,38.72,40.055
Malawi,MWI,1968,39.042,40.401
Malawi,MWI,1969,39.411,40.795
Malawi,MWI,1970,39.822,41.231
Malawi,MWI,1971,40.263,41.697
Malawi,MWI,1972,40.714,42.177
Malawi,MWI,1973,41.16,42.655
Malawi,MWI,1974,41.589,43.12
Malawi,MWI,1975,42.001,43.574
Malawi,MWI,1976,42.4,44.024
Malawi,MWI,1977,42.791,44.472
Malawi,MWI,1978,43.168,44.915
Malawi,MWI,1979,43.518,45.337
Malawi,MWI,1980,43.813,45.714
Malawi,MWI,1981,44.023,46.021
Malawi,MWI,1982,44.133,46.238
Malawi,MWI,1983,44.138,46.356
Malawi,MWI,1984,44.044,46.373
Malawi,MWI,1985,43.862,46.288
Malawi,MWI,1986,43.611,46.11
Malawi,MWI,1987,43.328,45.863
Malawi,MWI,1988,43.047,45.577
Malawi,MWI,1989,42.798,45.275
Malawi,MWI,1990,42.607,44.983
Malawi,MWI,1991,42.497,44.723
Malawi,MWI,1992,42.467,44.504
Malawi,MWI,1993,42.515,44.336
Malawi,MWI,1994,42.642,44.229
Malawi,MWI,1995,42.827,44.163
Malawi,MWI,1996,43.037,44.107
Malawi,MWI,1997,43.255,44.05
Malawi,MWI,1998,43.478,44.003
Malawi,MWI,1999,43.726,44.004
Malawi,MWI,2000,44.037,44.125
Malawi,MWI,2001,44.465,44.452
Malawi,MWI,2002,45.054,45.044
Malawi,MWI,2003,45.833,45.93
Malawi,MWI,2004,46.811,47.111
Malawi,MWI,2005,47.993,48.573
Malawi,MWI,2006,49.376,50.28
Malawi,MWI,2007,50.912,52.143
Malawi,MWI,2008,52.542,54.07
Malawi,MWI,2009,54.217,55.991
Malawi,MWI,2010,55.886,57.834
Malawi,MWI,2011,57.505,59.545
Malawi,MWI,2012,59.042,61.109
Malawi,MWI,2013,60.466,62.516
Malawi,MWI,2014,61.747,63.745
Malawi,MWI,2015,62.851,64.79
Malaysia,MYS,1960,58.669,60.322
Malaysia,MYS,1961,59.25,60.899
Malaysia,MYS,1962,59.804,61.47
Malaysia,MYS,1963,60.328,62.034
Malaysia,MYS,1964,60.823,62.59
Malaysia,MYS,1965,61.29,63.136
Malaysia,MYS,1966,61.731,63.669
Malaysia,MYS,1967,62.151,64.188
