country,country_code,year,male,female
Malaysia,MYS,1968,62.557,64.692
Malaysia,MYS,1969,62.95,65.18
Malaysia,MYS,1970,63.332,65.651
Malaysia,MYS,1971,63.704,66.106
Malaysia,MYS,1972,64.064,66.547
Malaysia,MYS,1973,64.413,66.975
Malaysia,MYS,1974,64.75,67.39
Malaysia,MYS,1975,65.077,67.793
Malaysia,MYS,1976,65.393,68.184
Malaysia,MYS,1977,65.699,68.563
Malaysia,MYS,1978,65.995,68.931
Malaysia,MYS,1979,66.283,69.288
Malaysia,MYS,1980,66.562,69.634
Malaysia,MYS,1981,66.834,69.971
Malaysia,MYS,1982,67.098,70.299
Malaysia,MYS,1983,67.356,70.619
Malaysia,MYS,1984,67.607,70.93
Malaysia,MYS,1985,67.851,71.233
Malaysia,MYS,1986,68.089,71.528
Malaysia,MYS,1987,68.321,71.815
Malaysia,MYS,1988,68.545,72.093
Malaysia,MYS,1989,68.764,72.364
Malaysia,MYS,1990,68.977,72.627
Malaysia,MYS,1991,69.184,72.884
Malaysia,MYS,1992,69.386,73.134
Malaysia,MYS,1993,69.584,73.379
Malaysia,MYS,1994,69.777,73.618
Malaysia,MYS,1995,69.968,73.853
Malaysia,MYS,1996,70.157,74.084
Malaysia,MYS,1997,70.344,74.311
Malaysia,MYS,1998,70.528,74.533
Malaysia,MYS,1999,70.708,74.749
Malaysia,MYS,2000,70.879,74.956
Malaysia,MYS,2001,71.036,75.151
Malaysia,MYS,2002,71.177,75.332
Malaysia,MYS,2003,71.301,75.5
Malaysia,MYS,2004,71.41,75.656
Malaysia,MYS,2005,71.505,75.801
Malaysia,MYS,2006,71.589,75.94
Malaysia,MYS,2007,71.669,76.075
Malaysia,MYS,2008,71.749,76.212
Malaysia,MYS,2009,71.835,76.352
Malaysia,MYS,2010,71.929,76.498
Malaysia,MYS,2011,72.037,76.649
Malaysia,MYS,2012,72.156,76.804
Malaysia,MYS,2013,72.288,76.961
Malaysia,MYS,2014,72.43,77.121
Malaysia,MYS,2015,72.582,77.283
Nigeria,NGA,1960,35.981,38.445
Nigeria,NGA,1961,36.449,38.887
Nigeria,NGA,1962,36.902,39.315
Nigeria,NGA,1963,37.334,39.724
Nigeria,NGA,1964,37.744,40.112
Nigeria,NGA,1965,38.136,40.483
Nigeria,NGA,1966,38.516,40.843
Nigeria,NGA,1967,38.893,41.201
Nigeria,NGA,1968,39.277,41.566
Nigeria,NGA,1969,39.671,41.943
Nigeria,NGA,1970,40.082,42.335
Nigeria,NGA,1971,40.512,42.747
Nigeria,NGA,1972,40.957,43.174
Nigeria,NGA,1973,41.413,43.613
Nigeria,NGA,1974,41.875,44.058
Nigeria,NGA,1975,42.341,44.507
Nigeria,NGA,1976,42.81,44.961
Nigeria,NGA,1977,43.274,45.412
Nigeria,NGA,1978,43.723,45.849
Nigeria,NGA,1979,44.145,46.261
Nigeria,NGA,1980,44.52,46.627
Nigeria,NGA,1981,44.829,46.927
Nigeria,NGA,1982,45.064,47.154
Nigeria,NGA,1983,45.224,47.306
Nigeria,NGA,1984,45.313,47.386
Nigeria,NGA,1985,45.337,47.404
Nigeria,NGA,1986,45.309,47.378
Nigeria,NGA,1987,45.25,47.328
Nigeria,NGA,1988,45.183,47.274
Nigeria,NGA,1989,45.123,47.228
Nigeria,NGA,1990,45.081,47.191
Nigeria,NGA,1991,45.065,47.16
Nigeria,NGA,1992,45.073,47.127
Nigeria,NGA,1993,45.106,47.088
Nigeria,NGA,1994,45.168,47.049
Nigeria,NGA,1995,45.257,47.014
Nigeria,NGA,1996,45.371,46.988
Nigeria,NGA,1997,45.505,46.98
Nigeria,NGA,1998,45.662,47.002
Nigeria,NGA,1999,45.85,47.065
Nigeria,NGA,2000,46.084,47.191
Nigeria,NGA,2001,46.388,47.399
Nigeria,NGA,2002,46.769,47.693
Nigeria,NGA,2003,47.227,48.069
Nigeria,NGA,2004,47.752,48.518
Nigeria,NGA,2005,48.326,49.024
Nigeria,NGA,2006,48.922,49.566
Nigeria,NGA,2007,49.514,50.117
Nigeria,NGA,2008,50.075,50.654
Nigeria,NGA,2009,50.591,51.16
Nigeria,NGA,2010,51.05,51.623
Nigeria,NGA,2011,51.45,52.04
Nigeria,NGA,2012,51.805,52.42
Nigeria,NGA,2013,52.128,52.772
Nigeria,NGA,2014,52.425,53.1
Nigeria,NGA,2015,52.704,53.411
New Zealand,NZL,1960,68.7,73.9
New Zealand,NZL,1961,68.4,73.7
New Zealand,NZL,1962,68.5,74.1
New Zealand,NZL,1963,68.5,74.2
New Zealand,NZL,1964,68.5,74.3
New Zealand,NZL,1965,68.3,74.3
New Zealand,NZL,1966,68.1,74.3
New Zealand,NZL,1967,68.4,74.7
New Zealand,NZL,1968,68.1,74.3
New Zealand,NZL,1969,68.4,74.7
New Zealand,NZL,1970,68.2,74.5
New Zealand,NZL,1971,68.7,75
New Zealand,NZL,1972,69,74.8
New Zealand,NZL,1973,68.4,75.1
New Zealand,NZL,1974,68.9,75.1
New Zealand,NZL,1975,69,75.6
New Zealand,NZL,1976,69.3,75.7
New Zealand,NZL,1977,68.9,75.6
New Zealand,NZL,1978,69.8,76.4
New Zealand,NZL,1979,69.8,76.5
New Zealand,NZL,1980,70,75.8
New Zealand,NZL,1981,70.5,76.9
New Zealand,NZL,1982,70.7,76.9
New Zealand,NZL,1983,70.8,76.9
New Zealand,NZL,1984,71.2,77.7
New Zealand,NZL,1985,71,76.8
New Zealand,NZL,1986,71,77.4
New Zealand,NZL,1987,71.3,77.2
New Zealand,NZL,1988,71.4,77.6
New Zealand,NZL,1989,71.8,78
New Zealand,NZL,1990,72.5,78.4
New Zealand,NZL,1991,73.3,78.9
New Zealand,NZL,1992,73.1,79.3
New Zealand,NZL,1993,73.8,79.2
New Zealand,NZL,1994,74.2,79.7
New Zealand,NZL,1995,74.1,79.5
New Zealand,NZL,1996,74.3,79.4
New Zealand,NZL,1997,74.7,80.1
New Zealand,NZL,1998,75.5,80.8
New Zealand,NZL,1999,75.5,80.4
New Zealand,NZL,2000,76.1,81.3
New Zealand,NZL,2001,76.4,81.1
New Zealand,NZL,2002,76.7,81.1
New Zealand,NZL,2003,77,81.4
New Zealand,NZL,2004,77.5,81.7
New Zealand,NZL,2005,77.9,81.9
New Zealand,NZL,2006,78,82.2
New Zealand,NZL,2007,78.2,82.2
New Zealand,NZL,2008,78.4,82.4
New Zealand,NZL,2009,78.8,82.7
New Zealand,NZL,2010,78.8,82.7
New Zealand,NZL,2011,79.1,82.8
New Zealand,NZL,2012,79.4,83
New Zealand,NZL,2013,79.7,83.2
New Zealand,NZL,2014,79.6,83.3
New Zealand,NZL,2015,79.73,83.27
Peru,PER,1960,46.455,48.99
Peru,PER,1961,46.97,49.559
Peru,PER,1962,47.464,50.106
Peru,PER,1963,47.935,50.628
Peru,PER,1964,48.39,51.133
Peru,PER,1965,48.852,51.645
Peru,PER,1966,49.348,52.195
Peru,PER,1967,49.9,52.808
Peru,PER,1968,50.517,53.494
Peru,PER,1969,51.198,54.251
Peru,PER,1970,51.924,55.06
Peru,PER,1971,52.669,55.893
Peru,PER,1972,53.401,56.715
Peru,PER,1973,54.098,57.501
Peru,PER,1974,54.748,58.24
Peru,PER,1975,55.35,58.931
Peru,PER,1976,55.915,59.584
Peru,PER,1977,56.46,60.22
Peru,PER,1978,57.001,60.855
Peru,PER,1979,57.544,61.493
Peru,PER,1980,58.089,62.137
Peru,PER,1981,58.636,62.783
Peru,PER,1982,59.178,63.425
Peru,PER,1983,59.711,64.056
Peru,PER,1984,60.234,64.673
Peru,PER,1985,60.748,65.272
Peru,PER,1986,61.252,65.849
Peru,PER,1987,61.748,66.404
Peru,PER,1988,62.239,66.94
Peru,PER,1989,62.725,67.46
Peru,PER,1990,63.208,67.969
Peru,PER,1991,63.69,68.474
Peru,PER,1992,64.172,68.98
Peru,PER,1993,64.653,69.492
Peru,PER,1994,65.133,70.011
Peru,PER,1995,65.613,70.538
Peru,PER,1996,66.094,71.075
Peru,PER,1997,66.574,71.614
Peru,PER,1998,67.049,72.149
Peru,PER,1999,67.514,72.672
Peru,PER,2000,67.965,73.177
Peru,PER,2001,68.395,73.653
Peru,PER,2002,68.799,74.098
Peru,PER,2003,69.176,74.507
Peru,PER,2004,69.524,74.879
Peru,PER,2005,69.839,75.209
Peru,PER,2006,70.121,75.497
Peru,PER,2007,70.375,75.75
Peru,PER,2008,70.606,75.975
Peru,PER,2009,70.822,76.181
Peru,PER,2010,71.032,76.378
Peru,PER,2011,71.244,76.576
Peru,PER,2012,71.464,76.781
Peru,PER,2013,71.698,76.999
Peru,PER,2014,71.947,77.233
Peru,PER,2015,72.21,77.48
Papua New Guinea,PNG,1960,37.512,39.46
Papua New Guinea,PNG,1961,38.1,40.067
Papua New Guinea,PNG,1962,38.753,40.73
Papua New Guinea,PNG,1963,39.473,41.451
Papua New Guinea,PNG,1964,40.256,42.225
Papua New Guinea,PNG,1965,41.085,43.037
Papua New Guinea,PNG,1966,41.942,43.864
Papua New Guinea,PNG,1967,42.797,44.684
Papua New Guinea,PNG,1968,43.627,45.48
Papua New Guinea,PNG,1969,44.417,46.244
Papua New Guinea,PNG,1970,45.158,46.968
Papua New Guinea,PNG,1971,45.846,47.653
Papua New Guinea,PNG,1972,46.494,48.313
Papua New Guinea,PNG,1973,47.108,48.967
Papua New Guinea,PNG,1974,47.692,49.63
Papua New Guinea,PNG,1975,48.251,50.341
Papua New Guinea,PNG,1976,48.793,51.142
Papua New Guinea,PNG,1977,49.321,52.044
Papua New Guinea,PNG,1978,49.832,53.033
Papua New Guinea,PNG,1979,50.321,54.076
Papua New Guinea,PNG,1980,50.772,55.101
Papua New Guinea,PNG,1981,51.163,56.018
Papua New Guinea,PNG,1982,51.483,56.762
Papua New Guinea,PNG,1983,51.731,57.296
Papua New Guinea,PNG,1984,51.918,57.622
Papua New Guinea,PNG,1985,52.063,57.781
Papua New Guinea,PNG,1986,52.192,57.844
Papua New Guinea,PNG,1987,52.336,57.903
Papua New Guinea,PNG,1988,52.515,58.025
Papua New Guinea,PNG,1989,52.743,58.235
Papua New Guinea,PNG,1990,53.023,58.53
Papua New Guinea,PNG,1991,53.35,58.879
Papua New Guinea,PNG,1992,53.707,59.226
Papua New Guinea,PNG,1993,54.077,59.533
Papua New Guinea,PNG,1994,54.453,59.789
Papua New Guinea,PNG,1995,54.83,60
Papua New Guinea,PNG,1996,55.205,60.178
Papua New Guinea,PNG,1997,55.578,60.351
Papua New Guinea,PNG,1998,55.95,60.541
Papua New Guinea,PNG,1999,56.32,60.758
Papua New Guinea,PNG,2000,56.691,61.013
Papua New Guinea,PNG,2001,57.069,61.312
Papua New Guinea,PNG,2002,57.457,61.648
Papua New Guinea,PNG,2003,57.851,62.01
Papua New Guinea,PNG,2004,58.245,62.386
Papua New Guinea,PNG,2005,58.626,62.761
Papua New Guinea,PNG,2006,58.977,63.115
Papua New Guinea,PNG,2007,59.288,63.436
Papua New Guinea,PNG,2008,59.552,63.714
Papua New Guinea,PNG,2009,59.77,63.948
Papua New Guinea,PNG,2010,59.948,64.144
Papua New Guinea,PNG,2011,60.098,64.31
Papua New Guinea,PNG,2012,60.236,64.467
Papua New Guinea,PNG,2013,60.376,64.626
Papua New Guinea,PNG,2014,60.524,64.794
Papua New Guinea,PNG,2015,60.684,64.974
Romania,ROU,1960,63.86,67.514
Romania,ROU,1961,64.591,68.332
Romania,ROU,1962,65.152,69
Romania,ROU,1963,65.504,69.475
Romania,ROU,1964,65.648,69.753
Romania,ROU,1965,65.632,69.867
Romania,ROU,1966,65.538,69.887
Romania,ROU,1967,65.463,69.899
Romania,ROU,1968,65.481,69.971
Romania,ROU,1969,65.612,70.127
Romania,ROU,1970,65.853,70.369
Romania,ROU,1971,66.27,70.85
Romania,ROU,1972,66.28,70.77
Romania,ROU,1973,66.83,71.29
Romania,ROU,1974,67.29,71.82
Romania,ROU,1975,67.37,71.97
Romania,ROU,1976,67.45,72.06
Romania,ROU,1977,67.42,72.18
Romania,ROU,1978,67.1,71.98
Romania,ROU,1979,66.68,71.75
Romania,ROU,1980,66.53,71.78
Romania,ROU,1981,66.7,72.17
Romania,ROU,1982,66.8,72.4
Romania,ROU,1983,66.98,72.61
Romania,ROU,1984,66.81,72.65
Romania,ROU,1985,66.78,72.78
Romania,ROU,1986,66.55,72.59
Romania,ROU,1987,66.3,72.3
Romania,ROU,1988,66.51,72.41
Romania,ROU,1989,66.56,72.65
Romania,ROU,1990,66.59,73.05
Romania,ROU,1991,66.56,73.17
Romania,ROU,1992,66.56,73.17
Romania,ROU,1993,66.1,73.2
Romania,ROU,1994,65.9,73.3
Romania,ROU,1995,65.7,73.4
Romania,ROU,1996,65.3,73.1
Romania,ROU,1997,65.2,73
Romania,ROU,1998,66.1,73.7
Romania,ROU,1999,67,74.2
Romania,ROU,2000,67.7,74.8
Romania,ROU,2001,67.6,74.9
Romania,ROU,2002,67.4,74.8
Romania,ROU,2003,67.7,75.1
Romania,ROU,2004,68.0333,75.3333
Romania,ROU,2005,68.3667,75.5667
Romania,ROU,2006,68.7,75.8
Romania,ROU,2007,69.2,76.1
Romania,ROU,2008,69.2,76.1
Romania,ROU,2009,69.7,77.1
Romania,ROU,2010,69.8,77.3
Romania,ROU,2011,70.8,78.2
Romania,ROU,2012,70.9,78.1
Romania,ROU,2013,71.6,78.7
Romania,ROU,2014,71.4,78.7
Romania,ROU,2015,71.4,78.7
Russian Federation,RUS,1960,62.067,70.243
Russian Federation,RUS,1961,62.578,70.817
Russian Federation,RUS,1962,62.958,71.288
Russian Federation,RUS,1963,63.216,71.67
Russian Federation,RUS,1964,63.367,71.976
Russian Federation,RUS,1965,63.433,72.219
Russian Federation,RUS,1966,63.433,72.411
Russian Federation,RUS,1967,63.386,72.558
Russian Federation,RUS,1968,63.308,72.669
Russian Federation,RUS,1969,63.212,72.755
Russian Federation,RUS,1970,63.08,73.44
Russian Federation,RUS,1971,63.24,73.77
Russian Federation,RUS,1972,63.25,73.62
Russian Federation,RUS,1973,63.28,73.56
Russian Federation,RUS,1974,63.13,73.77
Russian Federation,RUS,1975,62.48,73.23
Russian Federation,RUS,1976,62.19,73.05
Russian Federation,RUS,1977,61.83,73.2
Russian Federation,RUS,1978,61.83,73.23
Russian Federation,RUS,1979,61.49,73.02
Russian Federation,RUS,1980,61.39,72.96
Russian Federation,RUS,1981,61.62,73.19
Russian Federation,RUS,1982,62.25,73.64
Russian Federation,RUS,1983,62.16,73.42
Russian Federation,RUS,1984,61.71,72.97
Russian Federation,RUS,1985,62.73,73.24
Russian Federation,RUS,1986,64.78,74.23
Russian Federation,RUS,1987,64.84,74.27
Russian Federation,RUS,1988,64.64,74.53
Russian Federation,RUS,1989,64.24,74.35
Russian Federation,RUS,1990,63.73,74.3
Russian Federation,RUS,1991,63.45,73.75
Russian Federation,RUS,1992,62,71.99
Russian Federation,RUS,1993,58.97,71.2
Russian Federation,RUS,1994,57.55,71.73
Russian Federation,RUS,1995,58.12,71.59
Russian Federation,RUS,1996,59.62,72.4
Russian Federation,RUS,1997,60.85,72.84
Russian Federation,RUS,1998,61.22,73.13
Russian Federation,RUS,1999,59.87,72.4
Russian Federation,RUS,2000,59.03,72.26
Russian Federation,RUS,2001,58.92,72.17
Russian Federation,RUS,2002,58.68,71.9
Russian Federation,RUS,2003,58.56,71.86
Russian Federation,RUS,2004,58.91,72.36
Russian Federation,RUS,2005,58.92,72.47
Russian Federation,RUS,2006,60.43,73.34
Russian Federation,RUS,2007,61.46,74.02
Russian Federation,RUS,2008,61.92,74.28
Russian Federation,RUS,2009,62.87,74.79
Russian Federation,RUS,2010,63.09,74.88
Russian Federation,RUS,2011,64.04,75.61
Russian Federation,RUS,2012,64.56,75.86
Russian Federation,RUS,2013,65.13,76.3
Russian Federation,RUS,2014,65.29,76.47
Russian Federation,RUS,2015,65.45,76.64
Singapore,SGP,1960,62.293,69.195
Singapore,SGP,1961,62.755,69.586
Singapore,SGP,1962,63.142,69.887
Singapore,SGP,1963,63.453,70.111
Singapore,SGP,1964,63.699,70.282
Singapore,SGP,1965,63.898,70.433
Singapore,SGP,1966,64.074,70.597
Singapore,SGP,1967,64.255,70.796
Singapore,SGP,1968,64.463,71.045
Singapore,SGP,1969,64.714,71.35
Singapore,SGP,1970,65.016,71.706
Singapore,SGP,1971,65.369,72.096
Singapore,SGP,1972,65.759,72.491
Singapore,SGP,1973,66.173,72.871
Singapore,SGP,1974,66.606,73.225
Singapore,SGP,1975,67.048,73.55
Singapore,SGP,1976,67.493,73.85
Singapore,SGP,1977,67.937,74.136
Singapore,SGP,1978,68.377,74.417
Singapore,SGP,1979,68.812,74.697
Singapore,SGP,1980,69.8,74.7
Singapore,SGP,1981,70.1,75.2
Singapore,SGP,1982,70.2,75.3
Singapore,SGP,1983,70.5,75.7
Singapore,SGP,1984,70.9,75.8
Singapore,SGP,1985,71.5,76.4
Singapore,SGP,1986,72.1,76.5
Singapore,SGP,1987,72.5,76.7
Singapore,SGP,1988,72.6,76.9
Singapore,SGP,1989,72.8,77.2
Singapore,SGP,1990,73.1,77.6
Singapore,SGP,1991,73.5,77.9
Singapore,SGP,1992,73.8,78.2
Singapore,SGP,1993,73.9,78.3
Singapore,SGP,1994,74.1,78.4
Singapore,SGP,1995,74.1,78.6
Singapore,SGP,1996,74.4,78.9
Singapore,SGP,1997,74.8,79.1
Singapore,SGP,1998,75.3,79.4
Singapore,SGP,1999,75.6,79.6
Singapore,SGP,2000,76,80
Singapore,SGP,2001,76.3,80.3
Singapore,SGP,2002,76.6,80.6
Singapore,SGP,2003,76.6,81.6
Singapore,SGP,2004,77.1,82
Singapore,SGP,2005,77.6,82.5
Singapore,SGP,2006,77.8,82.6
Singapore,SGP,2007,78.1,82.9
Singapore,SGP,2008,78.4,83.3
Singapore,SGP,2009,78.9,83.7
Singapore,SGP,2010,79.2,84
Singapore,SGP,2011,79.5,84.1
Singapore,SGP,2012,79.8,84.3
Singapore,SGP,2013,80.1,84.5
Singapore,SGP,2014,80.3,84.8
Singapore,SGP,2015,80.4,84.9
Sweden,SWE,1960,71.23,74.87
Sweden,SWE,1961,71.65,75.39
Sweden,SWE,1962,71.37,75.43
Sweden,SWE,1963,71.57,75.64
Sweden,SWE,1964,71.66,75.91
Sweden,SWE,1965,71.73,76.1
Sweden,SWE,1966,71.82,76.45
Sweden,SWE,1967,71.82,76.54
Sweden,SWE,1968,71.69,76.37
Sweden,SWE,1969,71.68,76.61
Sweden,SWE,1970,72.22,77.2
Sweden,SWE,1971,71.98,77.4
Sweden,SWE,1972,72.04,77.53
Sweden,SWE,1973,72.16,77.71
Sweden,SWE,1974,72.2,77.9
Sweden,SWE,1975,72.17,77.94
Sweden,SWE,1976,72.14,77.94
Sweden,SWE,1977,72.37,78.54
Sweden,SWE,1978,72.43,78.66
Sweden,SWE,1979,72.49,78.71
Sweden,SWE,1980,72.78,78.85
Sweden,SWE,1981,73.07,79.13
Sweden,SWE,1982,73.42,79.38
Sweden,SWE,1983,73.62,79.63
Sweden,SWE,1984,73.85,79.93
Sweden,SWE,1985,73.78,79.7
Sweden,SWE,1986,73.98,80.03
Sweden,SWE,1987,74.18,80.15
Sweden,SWE,1988,74.15,79.95
Sweden,SWE,1989,74.8,80.8
Sweden,SWE,1990,74.81,80.4
Sweden,SWE,1991,74.94,80.53
Sweden,SWE,1992,75.35,80.78
Sweden,SWE,1993,75.48,80.77
Sweden,SWE,1994,76.06,81.37
Sweden,SWE,1995,76.16,81.45
Sweden,SWE,1996,76.52,81.52
Sweden,SWE,1997,76.7,81.82
Sweden,SWE,1998,76.9,81.9
Sweden,SWE,1999,77.1,81.9
Sweden,SWE,2000,77.4,82
Sweden,SWE,2001,77.6,82.1
Sweden,SWE,2002,77.7,82.1
Sweden,SWE,2003,77.9,82.4
Sweden,SWE,2004,78.4,82.7
Sweden,SWE,2005,78.4,82.8
Sweden,SWE,2006,78.7,82.9
Sweden,SWE,2007,78.9,83
Sweden,SWE,2008,79.1,83.2
Sweden,SWE,2009,79.4,83.4
Sweden,SWE,2010,79.5,83.5
Sweden,SWE,2011,79.9,83.8
Sweden,SWE,2012,79.9,83.6
Sweden,SWE,2013,80.2,83.8
Sweden,SWE,2014,80.4,84.2
Sweden,SWE,2015,80.6,84.6
Thailand,THA,1960,52.452,57.059
Thailand,THA,1961,52.962,57.617
Thailand,THA,1962,53.454,58.151
Thailand,THA,1963,53.928,58.652
Thailand,THA,1964,54.384,59.12
Thailand,THA,1965,54.827,59.56
Thailand,THA,1966,55.261,59.987
Thailand,THA,1967,55.693,60.422
Thailand,THA,1968,56.126,60.88
Thailand,THA,1969,56.564,61.368
Thailand,THA,1970,57.012,61.888
Thailand,THA,1971,57.468,62.441
Thailand,THA,1972,57.933,63.015
Thailand,THA,1973,58.403,63.6
Thailand,THA,1974,58.876,64.19
Thailand,THA,1975,59.345,64.776
Thailand,THA,1976,59.799,65.345
Thailand,THA,1977,60.235,65.895
Thailand,THA,1978,60.66,66.43
Thailand,THA,1979,61.085,66.955
Thailand,THA,1980,61.544,67.494
Thailand,THA,1981,62.083,68.078
Thailand,THA,1982,62.719,68.722
Thailand,THA,1983,63.446,69.424
Thailand,THA,1984,64.238,70.169
Thailand,THA,1985,65.039,70.92
Thailand,THA,1986,65.776,71.63
Thailand,THA,1987,66.386,72.257
Thailand,THA,1988,66.828,72.772
Thailand,THA,1989,67.089,73.164
Thailand,THA,1990,67.175,73.439
Thailand,THA,1991,67.117,73.616
Thailand,THA,1992,66.976,73.735
Thailand,THA,1993,66.815,73.831
Thailand,THA,1994,66.668,73.923
Thailand,THA,1995,66.565,74.018
Thailand,THA,1996,66.523,74.118
Thailand,THA,1997,66.538,74.214
Thailand,THA,1998,66.608,74.305
Thailand,THA,1999,66.738,74.4
Thailand,THA,2000,66.937,74.516
Thailand,THA,2001,67.211,74.669
Thailand,THA,2002,67.548,74.867
Thailand,THA,2003,67.931,75.112
Thailand,THA,2004,68.345,75.4
Thailand,THA,2005,68.768,75.716
Thailand,THA,2006,69.175,76.044
Thailand,THA,2007,69.552,76.363
Thailand,THA,2008,69.886,76.656
Thailand,THA,2009,70.171,76.917
Thailand,THA,2010,70.409,77.144
Thailand,THA,2011,70.608,77.341
Thailand,THA,2012,70.788,77.52
Thailand,THA,2013,70.964,77.694
Thailand,THA,2014,71.143,77.865
Thailand,THA,2015,71.329,78.037
Tanzania,TZA,1960,42.009,45.381
Tanzania,TZA,1961,42.259,45.638
Tanzania,TZA,1962,42.512,45.895
Tanzania,TZA,1963,42.772,46.158
Tanzania,TZA,1964,43.046,46.432
Tanzania,TZA,1965,43.338,46.722
Tanzania,TZA,1966,43.648,47.027
Tanzania,TZA,1967,43.974,47.347
Tanzania,TZA,1968,44.313,47.681
Tanzania,TZA,1969,44.667,48.031
Tanzania,TZA,1970,45.041,48.402
Tanzania,TZA,1971,45.441,48.804
Tanzania,TZA,1972,45.869,49.235
Tanzania,TZA,1973,46.315,49.69
Tanzania,TZA,1974,46.771,50.154
Tanzania,TZA,1975,47.219,50.61
Tanzania,TZA,1976,47.642,51.036
Tanzania,TZA,1977,48.025,51.414
Tanzania,TZA,1978,48.355,51.732
Tanzania,TZA,1979,48.627,51.984
Tanzania,TZA,1980,48.842,52.176
Tanzania,TZA,1981,49.01,52.321
Tanzania,TZA,1982,49.143,52.438
Tanzania,TZA,1983,49.249,52.533
Tanzania,TZA,1984,49.327,52.603
Tanzania,TZA,1985,49.361,52.627
Tanzania,TZA,1986,49.329,52.576
Tanzania,TZA,1987,49.222,52.433
Tanzania,TZA,1988,49.043,52.194
Tanzania,TZA,1989,48.809,51.874
Tanzania,TZA,1990,48.54,51.487
Tanzania,TZA,1991,48.26,51.055
Tanzania,TZA,1992,48.006,50.618
Tanzania,TZA,1993,47.813,50.22
Tanzania,TZA,1994,47.712,49.9
Tanzania,TZA,1995,47.732,49.699
Tanzania,TZA,1996,47.893,49.646
Tanzania,TZA,1997,48.192,49.751
Tanzania,TZA,1998,48.625,50.018
Tanzania,TZA,1999,49.192,50.452
Tanzania,TZA,2000,49.899,51.06
Tanzania,TZA,2001,50.749,51.839
Tanzania,TZA,2002,51.722,52.763
Tanzania,TZA,2003,52.791,53.802
Tanzania,TZA,2004,53.926,54.931
Tanzania,TZA,2005,55.096,56.139
Tanzania,TZA,2006,56.272,57.42
Tanzania,TZA,2007,57.429,58.759
Tanzania,TZA,2008,58.543,60.125
Tanzania,TZA,2009,59.59,61.475
Tanzania,TZA,2010,60.55,62.755
Tanzania,TZA,2011,61.416,63.909
Tanzania,TZA,2012,62.197,64.911
Tanzania,TZA,2013,62.905,65.748
Tanzania,TZA,2014,63.54,66.418
Tanzania,TZA,2015,64.107,66.937
United States,USA,1960,66.6,73.1
United States,USA,1961,67.1,73.6
United States,USA,1962,66.9,73.5
United States,USA,1963,66.6,73.4
United States,USA,1964,66.8,73.7
United States,USA,1965,66.8,73.8
United States,USA,1966,66.7,73.9
United States,USA,1967,67,74.3
United States,USA,1968,66,74.1
United States,USA,1969,66.8,74.4
United States,USA,1970,67.1,74.7
United States,USA,1971,67.4,75
United States,USA,1972,67.4,75.1
United States,USA,1973,67.6,75.3
United States,USA,1974,68.2,75.9
United States,USA,1975,68.8,76.6
United States,USA,1976,69.1,76.8
United States,USA,1977,69.5,77.2
United States,USA,1978,69.6,77.3
United States,USA,1979,70,77.8
United States,USA,1980,70,77.4
United States,USA,1981,70.4,77.8
United States,USA,1982,70.8,78.1
United States,USA,1983,71,78.1
United States,USA,1984,71.1,78.2
United States,USA,1985,71.1,78.2
United States,USA,1986,71.2,78.2
United States,USA,1987,71.4,78.3
United States,USA,1988,71.4,78.3
United States,USA,1989,71.7,78.5
United States,USA,1990,71.8,78.8
United States,USA,1991,72,78.9
United States,USA,1992,72.3,79.1
United States,USA,1993,72.2,78.8
United States,USA,1994,72.4,79
United States,USA,1995,72.5,78.9
United States,USA,1996,73.1,79.1
United States,USA,1997,73.6,79.4
United States,USA,1998,73.8,79.5
United States,USA,1999,73.9,79.4
United States,USA,2000,74.1,79.3
United States,USA,2001,74.3,79.5
United States,USA,2002,74.4,79.6
United States,USA,2003,74.5,79.7
United States,USA,2004,75,80.1
United States,USA,2005,75,80.1
United States,USA,2006,75.2,80.3
United States,USA,2007,75.5,80.6
United States,USA,2008,75.6,80.6
United States,USA,2009,76,80.9
United States,USA,2010,76.2,81
United States,USA,2011,76.3,81.1
United States,USA,2012,76.4,81.2
United States,USA,2013,76.4,81.2
United States,USA,2014,76.4,81.2
United States,USA,2015,76.4,81.2
South Africa,ZAF,1960,47.328,50.83
South Africa,ZAF,1961,47.622,51.328
South Africa,ZAF,1962,47.905,51.817
South Africa,ZAF,1963,48.186,52.306
South Africa,ZAF,1964,48.472,52.797
South Africa,ZAF,1965,48.765,53.289
South Africa,ZAF,1966,49.064,53.777
South Africa,ZAF,1967,49.366,54.252
South Africa,ZAF,1968,49.666,54.709
South Africa,ZAF,1969,49.964,55.149
South Africa,ZAF,1970,50.258,55.573
South Africa,ZAF,1971,50.542,55.983
South Africa,ZAF,1972,50.819,56.384
South Africa,ZAF,1973,51.093,56.787
South Africa,ZAF,1974,51.37,57.199
South Africa,ZAF,1975,51.665,57.634
South Africa,ZAF,1976,51.993,58.105
South Africa,ZAF,1977,52.362,58.615
South Africa,ZAF,1978,52.777,59.164
South Africa,ZAF,1979,53.236,59.751
South Africa,ZAF,1980,53.736,60.372
South Africa,ZAF,1981,54.268,61.022
South Africa,ZAF,1982,54.815,61.687
South Africa,ZAF,1983,55.36,62.348
South Africa,ZAF,1984,55.89,62.988
South Africa,ZAF,1985,56.399,63.601
South Africa,ZAF,1986,56.89,64.187
South Africa,ZAF,1987,57.359,64.737
South Africa,ZAF,1988,57.796,65.233
